Inicia captura
0	0.07	-0.09	1.02	3.54	1.59	-0.06
1	0.07	-0.09	1.03	3.54	1.59	-0.06
2	0.08	-0.08	1.03	3.11	1.95	-0.43
3	0.09	-0.08	1.03	3.60	1.40	-0.85
4	0.08	-0.09	1.03	4.70	0.18	-1.04
5	0.07	-0.09	1.02	6.04	-0.92	-0.49
6	0.08	-0.09	1.02	6.47	-1.77	0.18
7	0.07	-0.09	1.02	6.29	-2.44	0.85
8	0.06	-0.10	1.02	5.80	-2.69	1.40
9	0.06	-0.10	1.02	4.82	-1.65	1.71
10	0.07	-0.11	1.02	3.17	-0.37	1.71
11	0.07	-0.10	1.02	1.53	0.61	1.16
12	0.07	-0.09	1.02	0.37	1.28	0.12
13	0.07	-0.08	1.02	-0.06	1.22	-0.67
14	0.07	-0.08	1.02	0.49	1.16	-1.04
15	0.07	-0.09	1.02	1.46	1.46	-0.92
16	0.07	-0.11	1.02	1.34	1.95	-0.61
17	0.07	-0.12	1.02	0.00	2.56	0.06
18	0.07	-0.11	1.02	-2.75	2.69	0.61
19	0.08	-0.11	1.02	-5.98	2.75	1.16
20	0.08	-0.10	1.02	-8.36	2.69	1.22
21	0.07	-0.09	1.02	-10.25	2.56	0.61
22	0.07	-0.07	1.02	-11.17	2.81	-0.06
23	0.07	-0.07	1.02	-10.62	3.54	-0.37
24	0.07	-0.07	1.01	-9.16	4.70	-0.73
25	0.08	-0.08	1.01	-8.24	6.10	-0.73
26	0.09	-0.09	1.02	-8.54	7.57	-0.55
27	0.09	-0.09	1.02	-10.80	8.54	-0.06
28	0.10	-0.08	1.03	-14.47	8.48	0.37
29	0.09	-0.07	1.03	-18.07	8.30	0.79
30	0.09	-0.05	1.03	-20.14	8.06	0.85
31	0.09	-0.03	1.02	-20.26	7.75	0.55
32	0.10	-0.02	1.02	-18.37	7.75	0.61
33	0.10	-0.02	1.02	-15.20	7.63	0.67
34	0.11	-0.02	1.02	-11.72	7.32	0.79
35	0.11	-0.03	1.03	-8.61	7.20	0.67
36	0.11	-0.03	1.03	-6.90	6.96	0.61
37	0.11	-0.02	1.04	-6.71	6.16	0.12
38	0.11	-0.01	1.04	-5.86	4.94	-0.55
39	0.11	-0.01	1.04	-4.52	3.66	-0.73
40	0.11	-0.01	1.04	-2.99	2.44	-0.37
41	0.11	-0.01	1.03	-1.10	1.59	-0.06
42	0.11	-0.01	1.02	0.85	1.16	0.49
43	0.10	-0.01	1.02	2.14	1.04	1.16
44	0.10	-0.01	1.02	2.81	1.34	1.59
45	0.10	-0.02	1.03	3.11	1.59	1.83
46	0.10	-0.03	1.03	3.42	2.32	1.89
47	0.10	-0.03	1.05	3.23	2.87	1.59
48	0.11	-0.03	1.05	2.93	2.93	1.04
49	0.10	-0.03	1.06	2.69	2.50	0.61
50	0.10	-0.03	1.05	2.87	2.01	0.73
51	0.10	-0.02	1.05	2.99	1.34	1.04
52	0.10	-0.02	1.04	3.36	0.49	1.53
53	0.10	-0.02	1.03	4.09	0.06	2.14
54	0.10	-0.02	1.03	4.52	-0.18	2.62
55	0.10	-0.04	1.03	4.46	-0.12	2.99
