=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.03.01 15:24:02 =~=~=~=~=~=~=~=~=~=~=~=
Inicia captura
1	0.01	-0.04	1.04	2.87	1.53	0.06
2	0.01	-0.04	1.04	2.93	0.98	0.00
3	0.00	-0.04	1.03	2.69	0.49	0.12
4	0.00	-0.04	1.03	2.93	0.61	0.18
5	0.00	-0.04	1.03	3.23	0.92	0.18
6	0.01	-0.04	1.03	3.48	0.98	0.18
7	0.01	-0.04	1.03	4.03	0.55	-0.24
8	0.00	-0.04	1.04	4.52	0.06	-0.55
9	0.00	-0.05	1.04	4.94	-0.67	-1.04
10	-0.00	-0.06	1.04	5.07	-0.98	-0.98
11	-0.00	-0.06	1.04	4.58	-1.10	-0.49
12	-0.00	-0.07	1.04	3.36	-1.04	-0.06
13	0.00	-0.06	1.04	1.95	-0.55	0.43
14	0.01	-0.06	1.04	1.16	-0.12	0.98
15	0.01	-0.06	1.04	0.37	0.24	1.53
16	0.01	-0.05	1.04	-0.24	-0.06	1.46
17	0.01	-0.05	1.03	-0.85	-0.73	1.34
18	0.00	-0.04	1.03	-0.92	-1.83	0.85
19	0.00	-0.04	1.02	-0.67	-2.26	0.67
20	-0.00	-0.03	1.02	0.31	-1.95	0.55
21	0.00	-0.03	1.02	1.10	-1.34	0.49
22	0.00	-0.03	1.03	2.08	-0.98	0.12
23	0.01	-0.04	1.03	2.99	-0.92	-0.31
24	0.02	-0.06	1.04	2.87	-1.53	-0.31
25	0.03	-0.07	1.04	1.16	-3.72	0.31
26	0.04	-0.08	1.04	-2.56	-7.20	1.53
27	0.06	-0.05	1.04	-7.02	-13.00	2.14
28	0.07	-0.01	1.04	-10.07	-20.69	1.34
29	0.07	0.02	1.03	-10.93	-29.97	-1.10
30	0.07	0.07	1.05	-9.40	-39.79	-3.60
31	0.11	0.05	1.08	-5.55	-52.43	-6.10
32	0.11	-0.02	1.05	-0.73	-70.68	-8.73
33	0.05	-0.09	1.07	-2.44	-88.07	-10.31
34	0.01	-0.05	1.09	-10.13	-103.58	-10.25
35	-0.00	-0.03	1.09	-16.42	-118.77	-10.19
36	-0.02	-0.07	1.04	-19.17	-132.14	-8.36
37	-0.04	-0.13	1.00	-25.27	-143.92	-4.64
38	-0.06	-0.13	0.97	-38.02	-155.52	-1.89
39	-0.05	-0.04	0.98	-54.81	-170.47	-0.92
40	-0.09	0.10	1.02	-65.73	-189.94	-2.44
41	-0.15	0.23	1.09	-59.51	-211.06	-3.17
42	-0.22	0.22	1.08	-35.58	-229.55	-1.95
43	-0.34	0.15	1.08	-6.71	-241.03	2.75
44	-0.42	-0.01	1.03	14.83	-243.84	9.22
45	-0.48	-0.19	0.98	21.67	-240.72	15.08
46	-0.53	-0.22	0.95	10.56	-234.56	19.90
47	-0.52	-0.16	0.93	-8.30	-225.95	25.33
48	-0.53	-0.13	0.85	-23.62	-219.54	26.31
49	-0.49	-0.03	0.80	-36.01	-215.94	25.94
50	-0.47	0.01	0.78	-39.43	-222.72	24.41
51	-0.51	0.01	0.76	-38.02	-228.39	29.36
52	-0.57	0.03	0.75	-35.77	-229.92	36.87
53	-0.60	0.13	0.77	-30.21	-228.52	39.55
54	-0.66	0.13	0.74	-17.03	-226.81	39.37
55	-0.77	0.03	0.68	-0.55	-225.59	42.42
56	-0.86	0.02	0.67	9.40	-222.23	50.90
57	-0.86	0.03	0.61	14.83	-213.62	57.31
58	-0.89	-0.02	0.57	16.85	-201.90	58.04
59	-0.85	-0.04	0.55	13.98	-190.61	55.97
60	-0.83	-0.15	0.49	5.80	-184.69	52.12
61	-0.79	-0.10	0.45	-4.94	-186.10	49.93
62	-0.77	-0.06	0.44	-13.31	-194.95	46.57
63	-0.83	-0.02	0.44	-15.01	-205.51	55.42
64	-0.89	0.09	0.41	-6.71	-215.21	63.17
65	-0.99	0.07	0.39	6.53	-217.04	67.69
66	-1.09	-0.00	0.34	19.90	-208.86	74.34
67	-1.09	-0.04	0.31	25.70	-191.35	80.38
68	-1.08	-0.00	0.29	27.65	-173.22	80.44
69	-1.03	-0.05	0.27	29.97	-152.83	76.35
70	-0.99	-0.15	0.22	29.85	-137.70	68.60
71	-0.96	-0.16	0.20	23.68	-129.33	60.91
72	-0.95	-0.18	0.17	16.48	-123.84	53.77
73	-0.93	-0.28	0.14	7.87	-120.97	49.07
74	-0.96	-0.23	0.13	-3.72	-120.85	49.32
75	-1.00	-0.11	0.10	-10.44	-118.10	49.01
76	-1.03	-0.08	0.06	-4.94	-111.45	49.26
77	-1.06	-0.10	0.03	6.10	-99.18	47.97
78	-1.06	-0.17	0.01	13.49	-82.76	43.15
79	-1.02	-0.23	-0.01	13.67	-65.43	35.77
80	-0.98	-0.29	-0.03	6.71	-50.60	27.71
81	-0.92	-0.30	-0.02	-3.78	-40.34	19.23
82	-0.89	-0.31	-0.04	-13.18	-36.68	11.60
83	-0.90	-0.23	-0.04	-18.19	-38.15	9.03
84	-0.95	-0.23	-0.07	-14.95	-38.88	9.34
85	-1.00	-0.24	-0.07	-9.28	-34.61	11.72
86	-1.02	-0.22	-0.08	-5.07	-25.39	14.53
87	-1.06	-0.23	-0.09	-3.11	-12.45	15.81
88	-1.07	-0.23	-0.08	-4.15	4.03	14.65
89	-1.10	-0.24	-0.10	-4.64	23.19	10.31
90	-1.06	-0.21	-0.09	-4.64	48.34	1.95
91	-1.04	-0.24	-0.09	-1.40	71.23	-3.54
92	-1.02	-0.31	-0.07	-0.85	92.35	-10.19
93	-1.01	-0.36	-0.04	-7.57	109.80	-16.91
94	-0.99	-0.27	-0.01	-18.80	123.96	-22.89
95	-0.98	-0.16	0.01	-24.23	136.60	-29.54
96	-1.03	-0.18	0.06	-17.70	146.48	-35.22
97	-1.08	-0.19	0.10	-10.31	158.51	-40.34
98	-1.13	-0.19	0.15	-5.62	173.40	-48.28
99	-1.18	-0.19	0.20	-4.15	191.47	-58.96
100	-1.23	-0.17	0.26	-5.19	213.62	-65.86
101	-1.29	-0.15	0.31	-5.55	240.66	-70.07
102	-1.35	-0.19	0.35	-3.72	270.45	-73.55
103	-1.28	-0.24	0.34	-1.71	301.82	-71.53
104	-1.12	-0.30	0.27	-4.94	331.12	-66.59
105	-0.91	-0.34	0.30	-19.04	358.46	-66.96
106	-0.68	-0.29	0.36	-38.57	380.80	-72.57
107	-0.49	-0.36	0.34	-54.93	392.58	-81.54
108	-0.35	-0.31	0.38	-74.58	395.14	-94.54
109	-0.25	-0.17	0.47	-91.98	384.95	-106.99
110	-0.27	0.01	0.61	-98.33	367.07	-114.99
111	-0.31	0.28	0.74	-85.21	347.29	-115.17
112	-0.36	0.40	0.81	-49.99	329.53	-111.51
113	-0.38	0.40	0.83	-2.32	317.20	-101.99
114	-0.33	0.36	0.81	44.25	311.34	-85.82
115	-0.25	0.22	0.78	79.90	309.63	-70.31
116	-0.16	0.02	0.74	97.60	308.29	-58.11
117	-0.05	-0.20	0.71	91.25	300.90	-48.10
118	-0.04	-0.36	0.76	58.90	284.85	-39.12
119	0.03	-0.34	0.86	9.77	261.96	-28.69
120	0.11	-0.11	0.98	-38.94	228.70	-19.59
121	0.08	0.06	1.08	-68.97	196.96	-12.88
122	0.15	0.32	1.17	-77.82	163.09	-10.80
123	0.20	0.48	1.22	-60.79	118.71	-9.09
124	0.20	0.49	1.25	-26.43	78.12	-3.91
125	0.27	0.57	1.26	8.00	47.85	-2.62
126	0.25	0.34	1.31	44.37	22.77	-12.57
127	0.19	0.20	1.31	75.13	-2.75	-23.44
128	0.04	-0.03	1.25	95.40	-24.11	-34.42
129	-0.08	-0.24	1.21	98.27	-33.51	-38.39
130	-0.11	-0.32	1.19	79.47	-33.75	-32.84
131	-0.09	-0.27	1.18	49.50	-31.80	-27.40
132	-0.08	-0.21	1.17	21.55	-25.76	-18.07
133	-0.33	-0.24	1.14	-3.48	-16.30	-14.28
134	0.02	0.05	1.15	-26.00	5.55	-6.23
135	-0.00	0.05	1.13	-24.60	2.20	4.15
136	-0.15	-0.05	1.10	-15.26	-0.92	-11.47
137	-0.10	-0.03	1.07	-16.05	5.13	-23.13
138	-0.16	-0.01	1.05	-17.58	12.63	-21.48
139	-0.06	0.05	1.05	-15.87	21.61	-9.09
140	-0.05	0.03	1.02	-6.65	18.13	-2.99
141	-0.08	-0.03	0.99	1.71	13.49	0.37
142	-0.04	-0.02	0.99	2.62	11.29	9.95
143	-0.02	0.01	0.98	1.28	6.59	17.09
144	-0.04	0.01	0.99	-0.06	-0.37	16.36
145	-0.06	0.03	1.01	-1.83	-4.09	14.16
146	-0.06	0.03	1.03	-3.78	-4.33	13.00
147	-0.07	0.04	1.05	-4.82	-2.87	8.30
148	-0.04	0.06	1.07	-4.58	-0.06	6.77
149	-0.03	0.05	1.07	-3.17	1.65	7.02
150	-0.04	0.04	1.08	-1.28	1.10	8.18
151	-0.02	0.05	1.08	-0.79	-0.12	9.83
152	-0.01	0.03	1.06	-0.49	-2.93	10.99
153	-0.00	0.02	1.07	-1.53	-7.02	14.28
154	0.03	0.03	1.08	-4.15	-13.85	17.03
155	0.03	0.01	1.05	-7.87	-23.38	16.97
156	0.03	0.08	1.09	-13.12	-33.63	15.56
157	0.09	0.12	1.13	-16.91	-47.73	14.83
158	0.08	0.15	1.13	-13.61	-67.20	12.57
159	0.02	0.12	1.13	-6.16	-84.84	8.30
160	-0.01	0.10	1.11	-1.53	-100.77	6.96
161	-0.00	0.03	1.07	-0.98	-114.26	5.49
162	-0.05	-0.02	1.04	-6.47	-129.21	4.76
163	-0.03	0.00	1.03	-16.30	-144.59	5.43
164	-0.06	0.02	1.00	-26.37	-161.32	3.91
165	-0.13	0.06	1.01	-35.22	-177.25	1.04
166	-0.12	0.19	1.03	-38.27	-195.50	-0.98
167	-0.19	0.19	1.00	-27.28	-215.45	-4.39
168	-0.29	0.17	0.98	-10.86	-232.54	-4.58
169	-0.37	0.11	0.96	4.03	-246.64	-1.04
170	-0.44	0.05	0.92	16.85	-255.55	4.39
