-0.23;-0.22;1.14;4.46;-23.86;0.92
-0.23;-0.22;1.11;2.14;-23.86;1.40
-0.20;-0.17;1.08;0.49;-24.23;1.83
-0.19;-0.14;1.06;1.16;-25.57;0.55
-0.19;-0.14;1.03;5.07;-28.14;-1.95
-0.18;-0.14;1.00;9.03;-31.25;-4.09
-0.19;-0.15;0.96;13.43;-34.06;-6.53
-0.20;-0.17;0.92;15.81;-36.50;-8.91
0.03;-0.16;0.88;16.05;-39.06;-10.62
-0.79;-0.29;0.86;14.10;-37.29;-3.17
0.05;-0.13;0.79;0.00;-3.54;15.01
-0.33;-0.17;0.72;-2.69;-14.83;1.71
-0.44;-0.29;0.64;-0.18;-17.46;5.49
-0.29;-0.16;0.55;-18.43;1.53;5.00
-0.24;0.03;0.56;-31.43;17.64;8.85
-0.21;0.13;0.61;-21.85;19.65;3.54
-0.19;-0.00;0.61;-2.08;14.59;-2.50
-0.17;-0.08;0.62;12.88;7.14;-6.29
-0.16;-0.14;0.62;19.29;1.10;-8.73
-0.11;-0.16;0.62;19.78;-2.50;-9.89
-0.12;-0.14;0.63;19.29;-6.53;-11.11
-0.12;-0.14;0.64;19.47;-10.25;-11.05
-0.10;-0.15;0.64;19.41;-13.55;-9.70
-0.13;-0.18;0.65;18.49;-17.03;-10.13
-0.13;-0.18;0.68;15.38;-17.58;-8.06
-0.11;-0.20;0.70;10.62;-15.63;-4.15
-0.10;-0.18;0.72;4.39;-12.70;-2.08
-0.13;-0.20;0.72;-2.69;-7.81;-1.22
-0.16;-0.17;0.73;-11.11;0.73;-0.18
-0.15;-0.08;0.74;-18.43;9.22;2.08
-0.16;-0.05;0.74;-18.37;15.69;2.69
-0.18;-0.05;0.75;-15.26;21.55;3.23
-0.16;-0.09;0.76;-12.27;26.49;4.94
-0.14;-0.12;0.79;-11.17;29.36;6.90
-0.11;-0.11;0.83;-12.15;31.01;8.06
-0.08;-0.10;0.86;-13.92;31.31;9.58
-0.07;-0.04;0.89;-15.08;30.46;10.50
-0.06;0.02;0.93;-13.24;28.44;9.40
-0.10;0.02;0.95;-7.14;25.27;7.20
-0.13;0.01;0.96;-0.92;22.89;5.43
-0.16;0.02;0.98;3.48;21.18;4.88
-0.18;-0.01;1.00;7.63;20.32;5.13
-0.22;-0.09;1.03;11.23;20.45;6.90
-0.25;-0.19;1.07;11.41;23.44;11.29
-0.26;-0.26;1.11;6.90;29.85;17.27
-0.28;-0.28;1.14;0.18;38.76;22.64
-0.28;-0.27;1.15;-6.84;47.42;26.55
-0.30;-0.25;1.14;-12.02;53.65;27.10
-0.29;-0.18;1.13;-14.22;57.25;25.02
-0.28;-0.12;1.11;-11.72;57.68;20.63
-0.27;-0.10;1.11;-4.39;53.53;15.50
-0.26;-0.14;1.13;4.70;47.30;11.66
-0.26;-0.22;1.17;11.96;41.75;10.07
-0.18;-0.29;1.22;13.12;38.70;9.46
0.23;-0.25;1.28;10.31;35.46;8.54
-0.52;-0.16;1.32;7.69;20.63;-23.44
-0.14;-0.41;1.31;5.07;15.38;5.00
-0.19;-0.25;1.30;0.79;14.40;9.64
-0.22;-0.36;1.29;-1.16;16.36;3.42
-0.25;-0.26;1.30;-6.90;20.14;-10.62
-0.22;-0.22;1.32;-8.18;18.92;-9.70
-0.20;-0.22;1.34;-3.42;12.57;-7.75
-0.20;-0.23;1.37;3.05;6.16;-3.54
-0.14;-0.29;1.38;7.93;2.87;1.10
-0.18;-0.31;1.38;7.57;-0.37;-3.23
-0.15;-0.29;1.38;2.75;-1.46;-2.99
-0.15;-0.26;1.36;-1.53;-3.60;-1.53
-0.16;-0.21;1.34;-5.13;-5.55;-2.01
-0.17;-0.16;1.32;-6.53;-6.53;1.04
-0.16;-0.15;1.28;-6.10;-6.47;4.46
-0.15;-0.13;1.25;-5.68;-5.74;5.55
-0.12;-0.09;1.25;-5.19;-4.88;5.98
-0.16;-0.07;1.25;-2.20;-5.74;3.91
-0.11;-0.06;1.23;3.30;-7.14;6.35
-0.09;-0.14;1.20;9.22;-9.16;4.39
-0.12;-0.11;1.19;10.31;-11.17;-6.53
-0.13;-0.12;1.17;10.56;-13.61;-11.35
-0.13;-0.13;1.16;10.99;-15.32;-11.90
-0.13;-0.11;1.15;12.08;-17.21;-9.16
-0.12;-0.13;1.14;14.77;-20.45;-5.13
-0.12;-0.17;1.12;16.54;-23.07;-3.36
-0.12;-0.18;1.11;15.63;-24.96;-2.99
-0.13;-0.17;1.09;14.10;-26.92;-2.87
-0.16;-0.16;1.07;13.37;-28.99;-2.69
-0.14;-0.20;1.05;12.33;-26.98;-2.81
-0.13;-0.14;1.02;11.23;-28.50;-5.74
-0.19;-0.19;1.00;13.31;-32.53;-7.20
-0.16;-0.17;0.98;13.06;-32.90;-6.96
-0.18;-0.20;0.97;13.06;-33.26;-7.02
-0.18;-0.21;0.96;12.27;-31.80;-6.29
-0.18;-0.22;0.95;10.68;-30.70;-5.00
-0.18;-0.21;0.93;8.48;-28.69;-4.27
-0.17;-0.18;0.92;6.04;-26.86;-4.03
-0.18;-0.16;0.90;5.25;-25.82;-4.21
-0.18;-0.13;0.88;6.23;-25.15;-5.19
-0.18;-0.12;0.87;8.24;-25.09;-6.90
-0.19;-0.14;0.86;10.86;-25.63;-8.61
-0.19;-0.15;0.86;12.45;-25.51;-9.16
-0.19;-0.16;0.85;12.33;-24.23;-9.28
-0.19;-0.17;0.84;10.80;-22.22;-9.77
-0.19;-0.17;0.83;8.30;-19.84;-9.03
-0.19;-0.17;0.82;5.49;-17.58;-7.39
-0.19;-0.16;0.82;2.87;-15.32;-5.98
-0.19;-0.14;0.81;0.98;-12.70;-5.13
-0.20;-0.14;0.81;0.55;-10.25;-4.64
-0.20;-0.14;0.80;1.22;-8.12;-4.21
-0.20;-0.15;0.80;1.77;-6.59;-4.03
-0.21;-0.17;0.80;1.77;-5.37;-4.15
