-0.88;-0.35;-0.29;-9.22;26.31;-10.38
-0.89;-0.33;-0.28;-13.00;31.56;-11.47
-0.90;-0.33;-0.26;-15.56;35.77;-12.45
-0.92;-0.31;-0.25;-18.07;40.41;-13.12
-0.96;-0.32;-0.24;-20.08;46.75;-13.12
-0.99;-0.29;-0.23;-23.01;56.03;-13.79
-1.02;-0.24;-0.22;-24.60;68.60;-14.95
-1.05;-0.21;-0.19;-19.53;82.76;-16.72
-1.04;-0.24;-0.20;-8.24;100.16;-18.68
-1.02;-0.29;-0.18;-0.24;118.77;-21.91
-1.00;-0.32;-0.14;0.43;133.42;-25.63
-0.98;-0.31;-0.11;-4.70;144.23;-30.58
-0.99;-0.29;-0.07;-11.23;152.04;-35.58
-1.04;-0.24;-0.04;-16.30;159.79;-38.51
-1.12;-0.21;0.00;-17.64;172.30;-41.08
-1.20;-0.19;0.05;-15.69;192.08;-43.33
-1.27;-0.08;0.11;-9.09;216.67;-42.79
-1.33;-0.13;0.15;5.49;237.12;-25.63
-1.35;-0.27;0.13;18.98;261.90;-18.19
-1.18;-0.30;0.02;21.91;291.75;-23.99
-0.87;-0.44;0.04;10.68;318.85;-28.02
-0.59;-0.49;0.10;-8.61;327.45;-30.58
-0.47;-0.49;0.14;-29.97;320.25;-28.38
-0.48;-0.45;0.26;-55.85;302.61;-35.83
-0.55;-0.33;0.39;-77.64;284.36;-53.04
-0.70;-0.19;0.51;-86.30;270.94;-69.52
-0.84;-0.07;0.61;-77.76;264.65;-78.00
-0.93;-0.04;0.66;-57.13;268.80;-76.90
-0.88;-0.04;0.63;-31.25;281.07;-68.66
-0.72;-0.02;0.61;-10.80;293.76;-56.34
-0.60;-0.07;0.61;4.88;300.66;-41.87
-0.46;-0.10;0.59;14.65;301.57;-26.12
-0.34;-0.14;0.58;13.61;296.57;-12.94
-0.32;-0.23;0.67;-0.73;287.78;-5.98
-0.31;-0.17;0.77;-23.50;276.67;-4.76
-0.29;-0.08;0.87;-42.11;264.34;-9.03
-0.29;0.03;0.95;-47.18;252.14;-17.46
-0.30;0.10;1.00;-37.78;239.44;-25.33
-0.27;0.14;0.98;-17.46;225.16;-29.36
-0.24;0.11;0.97;7.63;210.08;-30.09
-0.20;-0.01;0.95;30.64;194.76;-27.04
-0.16;-0.12;0.92;41.44;178.47;-19.47
-0.12;-0.19;0.96;35.34;161.99;-10.13
-0.08;-0.17;1.02;18.01;142.15;-3.30
-0.03;-0.13;1.07;-0.37;120.42;-1.28
-0.06;-0.10;1.10;-14.89;99.98;-0.79
-0.06;-0.03;1.15;-24.60;85.51;-2.38
-0.09;0.05;1.17;-25.21;75.81;-6.96
-0.03;0.09;1.18;-14.71;72.33;-10.19
-0.05;0.08;1.19;3.36;66.77;-18.25
-0.04;0.04;1.18;23.01;62.87;-22.58
-0.04;-0.03;1.16;39.67;61.52;-21.12
-0.04;-0.14;1.13;48.77;64.15;-20.87
-0.03;-0.20;1.11;47.79;68.79;-22.03
