-0.12;1.01;0.34;-198.24;-15.26;-7.51
-0.10;1.00;0.31;-172.73;-11.60;-8.18
-0.11;0.97;0.27;-149.29;-8.54;-9.83
-0.12;0.96;0.24;-129.64;-5.98;-10.19
-0.11;0.98;0.21;-113.65;-3.66;-9.16
-0.12;0.97;0.18;-98.57;-1.59;-7.87
-0.14;0.93;0.16;-86.06;-0.12;-6.04
-0.15;0.90;0.13;-78.49;0.73;-4.03
-0.14;0.91;0.12;-75.99;1.89;-2.20
-0.15;0.92;0.10;-73.49;3.78;-1.22
-0.16;0.98;0.08;-69.95;6.84;-0.85
-0.16;1.03;0.06;-62.01;11.60;-1.46
-0.16;1.02;0.04;-49.01;17.15;-2.38
-0.16;1.01;0.03;-34.79;22.28;-2.75
-0.16;1.02;0.02;-22.28;27.65;-3.48
-0.15;1.00;0.02;-11.35;32.59;-4.21
-0.14;0.97;0.02;-2.38;36.25;-4.94
-0.14;0.93;0.03;3.54;38.39;-5.19
-0.14;0.91;0.05;4.39;39.73;-4.64
-0.13;0.91;0.08;1.95;40.34;-3.85
-0.13;0.91;0.11;-1.04;40.95;-3.54
-0.15;0.93;0.13;-3.85;42.05;-2.99
-0.15;0.96;0.16;-4.82;44.25;-1.89
-0.14;0.99;0.19;-2.69;47.24;-1.34
-0.12;1.00;0.21;2.93;50.54;-2.14
-0.09;0.99;0.24;9.40;52.55;-2.08
-0.06;0.97;0.27;14.77;52.37;-2.62
-0.05;0.95;0.30;17.76;50.17;-4.09
-0.05;0.95;0.33;18.31;46.45;-5.00
-0.06;0.94;0.35;18.19;42.30;-4.64
-0.06;0.96;0.38;18.37;39.00;-2.44
-0.05;0.97;0.40;19.41;36.56;0.49
-0.04;0.96;0.42;21.73;34.73;2.93
-0.02;0.94;0.44;23.01;33.39;4.52
0.01;0.95;0.47;22.03;31.68;4.46
0.02;0.96;0.49;20.14;29.48;2.75
0.03;0.96;0.51;18.68;26.12;0.24
0.03;0.96;0.53;18.68;21.55;-1.71
0.01;0.97;0.55;20.69;17.03;-1.89
0.01;0.99;0.57;25.02;13.18;-1.16
0.03;1.00;0.59;30.94;10.13;0.24
0.07;0.95;0.58;36.87;6.10;1.10
0.09;0.89;0.59;37.90;-0.31;1.95
0.06;0.88;0.62;33.57;-8.42;3.17
0.03;0.86;0.64;28.63;-16.78;4.27
-0.01;0.85;0.64;24.23;-22.83;5.68
-0.03;0.84;0.63;19.47;-26.25;7.14
-0.03;0.84;0.62;14.95;-26.79;8.12
-0.02;0.85;0.61;11.60;-25.57;8.18
-0.01;0.85;0.59;9.89;-24.11;6.84
0.01;0.84;0.57;8.97;-23.56;3.54
0.01;0.80;0.54;8.12;-24.84;-0.73
0.02;0.78;0.52;5.25;-27.47;-4.15
0.03;0.79;0.51;0.24;-31.92;-6.29
0.01;0.80;0.49;-3.54;-38.15;-9.03
-0.01;0.82;0.48;-4.76;-44.49;-10.62
-0.04;0.83;0.47;-2.81;-49.44;-13.06
-0.06;0.82;0.45;1.10;-52.61;-15.20
-0.07;0.81;0.44;3.85;-54.99;-14.53
-0.06;0.80;0.41;3.97;-57.62;-13.73
-0.06;0.80;0.38;2.01;-60.55;-13.55
-0.07;0.80;0.35;-1.22;-62.93;-15.08
-0.10;0.80;0.32;-4.58;-64.51;-17.52
-0.11;0.82;0.29;-7.63;-64.88;-18.86
-0.12;0.83;0.26;-10.56;-64.58;-20.45
-0.12;0.87;0.24;-12.15;-63.11;-22.71
-0.13;0.93;0.22;-10.74;-60.85;-25.09
-0.13;0.91;0.19;-5.98;-58.35;-26.00
-0.14;0.91;0.15;-2.44;-55.79;-29.30
-0.15;0.92;0.13;-2.08;-53.65;-29.72
-0.15;0.94;0.10;-3.05;-51.64;-27.83
-0.15;0.96;0.06;-3.54;-49.62;-26.18
-0.14;0.99;0.03;-2.56;-46.81;-24.72
-0.13;1.03;0.01;0.55;-43.64;-22.77
-0.11;1.04;-0.01;6.41;-41.75;-21.18
-0.12;1.04;-0.01;13.00;-39.98;-20.26
-0.12;1.05;-0.01;18.43;-37.90;-19.41
-0.12;1.06;-0.01;22.34;-36.32;-18.01
-0.14;1.06;-0.01;24.78;-34.79;-16.36
-0.15;1.06;-0.01;25.39;-33.02;-14.28
-0.14;1.06;-0.02;25.51;-31.37;-11.66
-0.22;1.06;-0.03;24.54;-25.27;-4.58
-0.19;1.06;-0.03;21.61;-14.40;2.50
-0.11;1.10;-0.02;20.57;-9.22;-1.95
-0.14;1.08;-0.02;23.38;-6.47;-2.50
-0.17;1.05;-0.02;25.09;-2.69;-2.26
-0.15;1.06;-0.01;22.71;3.72;-2.44
-0.13;1.07;0.01;21.30;9.83;-1.95
-0.11;1.09;0.02;22.77;15.38;0.06
-0.11;1.07;0.04;27.10;19.41;5.00
-0.11;1.04;0.06;32.23;22.71;10.38
-0.11;1.00;0.09;35.40;26.12;12.45
-0.11;1.00;0.13;36.56;29.72;13.67
-0.10;0.98;0.15;37.96;31.68;16.05
-0.10;0.97;0.18;40.47;32.96;16.72
-0.11;0.97;0.21;43.09;34.55;17.94
-0.11;0.98;0.24;47.06;36.80;18.68
-0.11;0.99;0.29;53.77;39.92;19.35
-0.09;1.01;0.33;64.21;43.58;20.32
-0.08;0.99;0.37;76.11;46.88;20.14
-0.06;0.97;0.39;87.22;49.56;21.06
-0.03;0.91;0.42;96.50;51.33;21.67
-0.01;0.87;0.46;102.66;51.64;20.39
0.00;0.86;0.48;106.81;50.29;18.43
0.02;0.84;0.51;110.90;47.00;15.69
0.00;0.82;0.54;116.76;41.93;13.67
-0.01;0.82;0.58;122.68;37.05;13.73
-0.03;0.86;0.63;131.41;34.18;14.95
-0.04;0.86;0.68;144.96;34.00;14.59
-0.02;0.88;0.72;163.09;35.46;13.31
-0.01;0.87;0.73;185.42;37.41;12.57
0.01;0.77;0.73;208.68;39.43;11.17
0.03;0.62;0.72;225.28;41.63;9.28
0.03;0.51;0.73;228.88;43.33;7.08
0.05;0.38;0.73;222.60;42.30;4.76
0.05;0.32;0.76;206.85;38.76;2.08
0.02;0.30;0.81;186.46;32.78;-0.43
0.00;0.33;0.85;167.30;25.21;-1.53
0.01;0.42;0.89;155.58;16.97;-1.28
